city_town,count,hostpialized,deaths,fully_vaccinated,date
TOTAL,139420,8518,2675,374520.0,2021-05-05
Barrington,1325,75,16,8207.0,2021-05-12
Bristol,2547,133,73,9096.0,2021-05-12
Burrillville,2049,77,69,5595.0,2021-05-12
Central Falls,4395,247,25,6759.0,2021-05-12
Charlestown,578,30,<5,3395.0,2021-05-12
Coventry,4082,240,99,14435.0,2021-05-12
Cranston,12719,753,145,33038.0,2021-05-12
Cumberland,4215,238,81,14379.0,2021-05-12
East Greenwich,1755,84,27,6840.0,2021-05-12
East Providence,5738,427,199,18886.0,2021-05-12
Exeter,555,36,7,2913.0,2021-05-12
Foster,509,20,6,1634.0,2021-05-12
Glocester,887,33,7,3849.0,2021-05-12
Hopkinton,634,35,<5,3185.0,2021-05-12
Jamestown,340,12,<5,3046.0,2021-05-12
Johnston,4714,313,159,11689.0,2021-05-12
Lincoln,2709,192,75,9535.0,2021-05-12
Little Compton,194,<5,<5,1430.0,2021-05-12
Middletown,1324,64,9,7050.0,2021-05-12
Narragansett,1665,42,9,6751.0,2021-05-12
New Shoreham,50,0,0,613.0,2021-05-12
Newport,2233,86,10,8396.0,2021-05-12
North Kingstown,2371,137,79,12832.0,2021-05-12
North Providence,4897,354,125,13384.0,2021-05-12
North Smithfield,1422,92,63,5292.0,2021-05-12
Pawtucket,11370,708,123,23867.0,2021-05-12
Portsmouth,1290,31,6,7411.0,2021-05-12
Providence,31924,2268,527,56634.0,2021-05-12
Richmond,377,19,<5,3073.0,2021-05-12
Scituate,949,43,5,4503.0,2021-05-12
Smithfield,3547,217,147,9243.0,2021-05-12
South Kingstown,1859,55,37,12344.0,2021-05-12
Tiverton,1425,21,15,5199.0,2021-05-12
Warren,1224,82,54,4494.0,2021-05-12
Warwick,8632,537,181,35954.0,2021-05-12
West Greenwich,574,21,<5,2599.0,2021-05-12
West Warwick,3482,206,53,10950.0,2021-05-12
Westerly,1846,110,34,8510.0,2021-05-12
Woonsocket,5596,422,215,11603.0,2021-05-12
Pending further information,2631,125,0,2095.0,2021-05-12
TOTAL,140633,8587,2690,410708.0,2021-05-12
Barrington,1336,77,16,9708.0,2021-05-24
Bristol,2567,135,74,10699.0,2021-05-24
Burrillville,2069,78,69,6573.0,2021-05-24
Central Falls,4418,247,26,7987.0,2021-05-24
Charlestown,584,30,<5,3987.0,2021-05-24
Coventry,4139,243,100,17118.0,2021-05-24
Cranston,12837,765,146,39124.0,2021-05-24
Cumberland,4280,240,81,17082.0,2021-05-24
East Greenwich,1778,84,27,8029.0,2021-05-24
East Providence,5818,434,199,22540.0,2021-05-24
Exeter,559,36,7,3452.0,2021-05-24
Foster,526,20,6,1972.0,2021-05-24
Glocester,892,33,7,4539.0,2021-05-24
Hopkinton,647,36,<5,3772.0,2021-05-24
Jamestown,340,12,<5,3500.0,2021-05-24
Johnston,4750,314,159,13754.0,2021-05-24
Lincoln,2738,196,75,11122.0,2021-05-24
Little Compton,197,<5,<5,1649.0,2021-05-24
Middletown,1347,65,9,8451.0,2021-05-24
Narragansett,1670,42,9,7906.0,2021-05-24
New Shoreham,51,0,0,691.0,2021-05-24
Newport,2271,87,10,10457.0,2021-05-24
North Kingstown,2390,141,81,15285.0,2021-05-24
North Providence,4962,363,125,15567.0,2021-05-24
North Smithfield,1441,95,64,6076.0,2021-05-24
Pawtucket,11517,716,123,28392.0,2021-05-24
Portsmouth,1303,31,6,8806.0,2021-05-24
Providence,32234,2299,531,70133.0,2021-05-24
Richmond,382,19,<5,3716.0,2021-05-24
Scituate,970,43,5,5219.0,2021-05-24
Smithfield,3591,220,147,10820.0,2021-05-24
South Kingstown,1885,56,37,14727.0,2021-05-24
Tiverton,1433,21,15,6120.0,2021-05-24
Warren,1250,83,54,5262.0,2021-05-24
Warwick,8701,547,183,42523.0,2021-05-24
West Greenwich,577,21,<5,3101.0,2021-05-24
West Warwick,3520,207,54,13267.0,2021-05-24
Westerly,1864,113,34,9830.0,2021-05-24
Woonsocket,5681,426,215,14030.0,2021-05-24
Pending further information,2622,124,0,2143.0,2021-05-24
TOTAL,142137,8701,2705,489129.0,2021-05-24
