school,lea,type,new_student_cases_low,new_student_cases_high,new_student_cases_avg,total_student_cases_low,total_student_cases_high,total_student_cases_avg,new_staff_cases_low,new_staff_cases_high,new_staff_cases_avg,total_staff_cases_low,total_staff_cases_high,total_staff_cases_avg,date
Melville Elementary School,Portsmouth,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Portsmouth High School,Portsmouth,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Portsmouth Middle School,Portsmouth,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Academy For Little Children,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Action Based Enterprises,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Barrington Christian Academy,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Bradley School North,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Bradley School Providence,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Bradley School-South,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Brown Fox Point Early Childhood Ed. Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
"CHILD, Inc., Draper Avenue Center",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
"CHILD, Inc.- Payan Street",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Cadence Academy Preschool,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Calvary Christian Preschool,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Center for Individualized Training and Ed.,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Children's Friend @ Dorcas International,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Community Preparatory School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Cornerstone School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Day Spring Christian Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
East Bay Community Action Program Head Start @ John Chafee Blvd,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Greenwich Village Nursery and Kindergarten,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Harmony Hill School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Henry Barnard School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
High Road School of Providence,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Islamic School of RI,Private Schools,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Jewish Community Day School of Rhode Island,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Lifespan School Solutions,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Lincoln School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Meadowbrook Waldorf School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Meadowridge School-Justice Resource,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Meeting Street School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Middlebridge School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Montessori Centre of Barrington,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Montessori Children's House,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Moses Brown School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Mount Pleasant Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Ocean State Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Ocean State Montessori School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Pathways Strategic Teaching Center(Coventry),Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-13
Pathways Strategic Teaching Center(Warwick),Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Portsmouth Abbey School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-13
Providence Country Day School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Quest Montessori School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
READS Collaborative,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Rocky Hill School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Roger Williams Day Care Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Sakonnet Early Learning Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
San Miguel School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Sargent Rehabilitation Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
School One,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Sophia Academy,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
St. Andrew's School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
St. George's School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
St. Mary's Home for Children/George N. Hunt Campus School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
St. Michael's Country Day School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
St. Patrick's School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Swansea Wood School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Bradley School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
The Croft School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The French-American School of RI,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Gordon School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
The Grace School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
"The Groden Center, Inc.",Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Pennfield School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Providence Center School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Romerry School for Young Children,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Spurwink School,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Tides School - Pawtucket,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Tides School - West Warwick,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Wheeler School,Private Schools,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-01-13
The Wolf School,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Trinity Christian Academy,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
West Bay Christian Academy,Private Schools,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Woonsocket Head Start-Bourdon Blvd Center,Private Schools,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
360 High School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
A Venture Academy,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Alan Shawn Feinstein Elementary at Broad Street,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-01-13
Alfred Lima Sr. Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-13
Anthony Carnevale Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-01-13
Asa Messer Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Carl G. Lauro Elementary School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,10,14,12.0,2021-01-13
Central High School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Charles N. Fortes Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Classical High School,Providence,in person,0,0,0.0,50,54,52.0,0,0,0.0,5,9,7.0,2021-01-13
Dr. Jorge Alvarez High School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-13
"Dr. Martin Luther King, Jr. Elementary School",Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
E-Cubed Academy,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Esek Hopkins Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-13
Frank D. Spaziano Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Frank D. Spaziano Elementary School Annex,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-13
George J. West Elementary School,Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Gilbert Stuart Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-01-13
Governor Christopher DelSesto Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-01-13
Harry Kizirian Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-13
Highlander Charter School/Mariposa Center@Meeting St.School,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Hope High School,Providence,in person,0,0,0.0,25,29,27.0,0,0,0.0,15,19,17.0,2021-01-13
Leviton Dual Language School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Lillian Feinstein Elementary Sackett Street,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Love 4 All Childcare Center,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Mary E. Fogarty Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Mount Pleasant High School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-01-13
Nathan Bishop Middle School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-01-13
Nathanael Greene Middle School (Providence),Providence,in person,0,0,0.0,20,24,22.0,0,0,0.0,10,14,12.0,2021-01-13
PPSD Multiple Pathway Evening Program,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Pleasant View School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,10,14,12.0,2021-01-13
Providence Career and Technical Academy,Providence,in person,0,0,0.0,30,34,32.0,0,0,0.0,5,9,7.0,2021-01-13
Providence Transition Academy and Providence Autism School to Tomorrow Academy,Providence,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Reservoir Avenue School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Robert F. Kennedy Elementary School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Robert L Bailey IV Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Roger Williams Middle School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
The Sgt. Cornel Young Jr & Charlotte Woods Elementary School @ The B. Jae Clanton Complex,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-13
Times2 Elementary School,Providence,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-13
Times2 Middle/High School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-01-13
Vartan Gregorian Elementary School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Veazie Street School,Providence,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Webster Avenue School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,10,14,12.0,2021-01-13
West Broadway Middle School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,15,19,17.0,2021-01-13
William D'Abate Elementary School,Providence,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Rhode Island School for the Deaf,R.I. Sch for the Deaf,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
RISE Prep Mayoral Academy Elementary School,RISE Prep Mayoral Academy,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
RISE Prep Mayoral Academy Middle School,RISE Prep Mayoral Academy,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
RI Nurses Institute Middle College Charter High School,Rhode Island Nurses Institute Middle College,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Clayville Elementary School,Scituate,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Hope Elementary School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
North Scituate Elementary School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Scituate High School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Scituate Middle School,Scituate,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Segue Institute for Learning,Segue Institute for Learning,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Sheila Skip Nowell Leadership Academy (Capital Campus),Sheila Skip Nowell Leadership Academy,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Anna M. McCabe School,Smithfield,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Momentum Professional Behavioral Services,Smithfield,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Old County Road School,Smithfield,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Raymond C. LaPerche School,Smithfield,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Smithfield Senior High School,Smithfield,in person,0,0,0.0,55,59,57.0,0,0,0.0,5,9,7.0,2021-01-13
Vincent J. Gallagher Middle School,Smithfield,in person,0,0,0.0,25,29,27.0,0,0,0.0,5,9,7.0,2021-01-13
William Winsor School,Smithfield,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-13
Broad Rock Middle School,South Kingstown,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Curtis Corner Middle School,South Kingstown,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Matunuck School,South Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Peace Dale Elementary School,South Kingstown,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
South Kingstown High School,South Kingstown,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Wakefield Elementary School,South Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
West Kingston Elementary School,South Kingstown,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
SouthSide Elementary Charter School,SouthSide Charter School,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
The Compass School,The Compass School,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
The Greene School,The Greene School,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
The Hope Academy,The Hope Academy,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Fort Barton School,Tiverton,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Pocasset School,Tiverton,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Tiverton High School,Tiverton,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Tiverton Middle School,Tiverton,in person,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Walter E. Ranger School,Tiverton,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Trinity Academy for the Performing Arts,Trinity Academy for the Performing Arts,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Urban Collaborative Accelerated Program,Urban Collaborative,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Village Green Virtual Charter School,Village Green Virtual,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Cedar Hill School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Cottrell F. Hoxsie School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
E. G. Robertson School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Greenwood School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Harold F. Scott School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Holliman School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Lippitt School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Norwood School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Oakland Beach Elementary School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-13
Park School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Pilgrim High School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Sherman School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Toll Gate High School,Warwick,in person,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-13
Warwick Area Career and Technical Center,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Warwick Early Learning Center at John Brown Francis,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Warwick Neck School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Warwick Veterans Middle School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-13
Westbay Community Action Children's Center,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Winman Middle School,Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Wyman School,Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
West Bay Collaborative,West Bay Collaborative,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Greenbush Elementary School,West Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
John F. Deering Middle School,West Warwick,in person,0,0,0.0,15,19,17.0,0,0,0.0,5,9,7.0,2021-01-13
John F. Horgan Elementary School,West Warwick,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Maisie E. Quinn Elementary School,West Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Wakefield Hills Elementary School,West Warwick,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
West Warwick Senior High School,West Warwick,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Dunn's Corners School,Westerly,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Springbrook Elementary School,Westerly,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
State Street School,Westerly,in person,0,0,0.0,10,14,12.0,0,0,0.0,5,9,7.0,2021-01-13
Westerly High School,Westerly,in person,0,0,0.0,5,9,7.0,0,0,0.0,5,9,7.0,2021-01-13
Westerly Inclusion Preschool Program - Babcock Hall,Westerly,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Westerly Middle School,Westerly,in person,0,0,0.0,20,24,22.0,0,0,0.0,5,9,7.0,2021-01-13
Bernon Heights School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Globe Park School,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Harris School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Kevin K. Coleman Elementary School,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Leo A. Savoie School,Woonsocket,in person,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Pothier-Citizens Elementary Campus,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Woonsocket High School,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,5,9,7.0,2021-01-13
Woonsocket Middle School at Hamlet,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,10,14,12.0,2021-01-13
Woonsocket Middle School at Villa Nova,Woonsocket,in person,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Other,Other,in person,0,0,0.0,65,69,67.0,10,14,12.0,210,214,212.0,2021-01-13
Total,Total,in person,130,134,132.0,3415,3419,3417.0,95,99,97.0,1700,1704,1702.0,2021-01-13
AF Iluminar Mayoral Academy Middle School,Achievement First Rhode Island,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Achievement First Iluminar Mayoral Academy,Achievement First Rhode Island,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Achievement First Promesa Elementary,Achievement First Rhode Island,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Achievement First Providence Mayoral Academy,Achievement First Rhode Island,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-01-13
Barrington High School,Barrington,virtual,15,19,17.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-01-13
Barrington Middle School,Barrington,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Hampden Meadows School,Barrington,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Nayatt School,Barrington,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Primrose Hill School,Barrington,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Sowams Elementary School,Barrington,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
BEACON Charter School,Beacon Charter School,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Founders Academy,Beacon Charter School,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Academy Charter School,Blackstone Academy,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Valley Prep Elementary 2 School (ES2),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Valley Prep Elementary 3 School (ES3),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Valley Prep Elementary School (ES1),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Valley Prep High School (HS),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Valley Prep Junior High School (JHS),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Blackstone Valley Prep Upper Elementary School (UES),"Blackstone Valley Prep, A RI Mayoral Academy",virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Colt Andrews School,Bristol Warren,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Guiteras School,Bristol Warren,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Hugh Cole School,Bristol Warren,virtual,5,9,7.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Kickemuit Middle School,Bristol Warren,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-01-13
Mt. Hope High School,Bristol Warren,virtual,5,9,7.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-01-13
Rockwell School,Bristol Warren,virtual,5,9,7.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-01-13
Austin T. Levy School,Burrillville,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-01-13
Burrillville High School,Burrillville,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-01-13
